trip_id,user_id,car_id,start_latitude,start_longitude,end_latitude,end_longitude,start_address,end_address,distance_km,estimated_energy_kwh,actual_energy_kwh,duration_minutes,start_time,end_time,charging_stops,total_charging_time_minutes,cost_usd,weather,notes
trip_0108,user_049,car_029,32.795718,-96.777228,32.712626,-97.320487,"274 Main St, Dallas","597 Maple Ave, Fort Worth",50.4,10.35,10.93,38,2025-11-29T20:14:35.907355,2025-12-03T19:14:35.907355,1,12,6.26,Cloudy,Charged at station
trip_0109,user_050,car_030,33.733268,-84.395437,35.266448,-80.800809,"697 Main St, Atlanta","955 Pine Ave, Charlotte",367.82,67.25,92.27,276,2025-12-05T20:14:35.907355,2025-11-17T16:14:35.907355,2,59,28.77,Rainy,Smooth trip
trip_0110,user_051,car_031,33.758962,-84.341472,35.177799,-80.799298,"374 Main St, Atlanta","367 Pine Ave, Charlotte",393.04,88.73,102.05,295,2025-11-10T20:14:35.907355,2025-11-14T16:14:35.907355,0,39,35.44,Windy,Traffic delays
trip_0111,user_052,car_032,32.744943,-96.771602,32.752333,-97.302375,"540 Oak St, Dallas","935 Maple Ave, Fort Worth",54.8,12.39,10.36,41,2025-11-29T20:14:35.907355,2025-11-16T18:14:35.907355,0,10,5.74,Windy,Smooth trip
trip_0112,user_053,car_033,34.038199,-118.293036,32.746449,-117.151644,"114 Oak St, Los Angeles","952 Pine Ave, San Diego",186.25,44.92,47.65,140,2025-11-06T20:14:35.907355,2025-11-09T19:14:35.907355,0,42,14.56,Cloudy,Traffic delays
trip_0113,user_054,car_034,39.990883,-75.126103,38.913099,-77.004605,"864 Oak St, Philadelphia","728 Maple Ave, Washington DC",211.14,43.34,35.6,158,2025-11-06T20:14:35.907355,2025-11-11T17:14:35.907355,2,20,23.44,Windy,Smooth trip
trip_0114,user_055,car_035,41.872769,-87.615649,39.725253,-86.132325,"351 Oak St, Chicago","678 Pine Ave, Indianapolis",282.81,63.05,48.03,212,2025-11-13T20:14:35.907355,2025-11-16T17:14:35.907355,0,53,16.12,Rainy,Charged at station
trip_0115,user_056,car_036,39.91304,-75.191481,38.955272,-76.989199,"750 Main St, Philadelphia","629 Pine Ave, Washington DC",241.24,49.67,46.81,181,2025-11-13T20:14:35.907355,2025-11-14T15:14:35.907355,2,9,23.06,Clear,Traffic delays
trip_0116,user_057,car_037,29.739496,-95.385264,30.247937,-97.755364,"961 Oak St, Houston","780 Maple Ave, Austin",248.57,38.55,37.63,186,2025-11-14T20:14:35.907355,2025-11-25T15:14:35.907355,1,21,26.94,Rainy,Smooth trip
trip_0117,user_058,car_038,34.042259,-118.231243,32.702363,-117.185097,"404 Oak St, Los Angeles","507 Maple Ave, San Diego",192.83,43.74,44.21,145,2025-11-27T20:14:35.907355,2025-11-06T18:14:35.907355,1,12,18.45,Rainy,
trip_0118,user_059,car_039,34.098556,-118.257487,32.676623,-117.192257,"636 Oak St, Los Angeles","876 Maple Ave, San Diego",177.44,30.32,38.46,133,2025-11-13T20:14:35.907355,2025-11-10T17:14:35.907355,2,54,15.74,Rainy,Charged at station
trip_0119,user_060,car_040,39.78146,-105.017702,38.793677,-104.858603,"708 Oak St, Denver","134 Pine Ave, Colorado Springs",120.57,20.35,24.26,90,2025-12-02T20:14:35.907355,2025-11-17T19:14:35.907355,0,59,9.45,Cloudy,Traffic delays
trip_0120,user_001,car_041,34.093702,-118.194882,32.72763,-117.176599,"734 Oak St, Los Angeles","861 Maple Ave, San Diego",202.89,48.19,34.56,152,2025-11-30T20:14:35.907355,2025-12-04T15:14:35.907355,2,30,27.62,Cloudy,Traffic delays
trip_0121,user_002,car_042,47.652347,-122.345118,45.503305,-122.696774,"467 Main St, Seattle","646 Maple Ave, Portland",266.59,63.4,57.47,200,2025-12-05T20:14:35.907355,2025-11-21T15:14:35.907355,0,42,15.81,Clear,
trip_0122,user_003,car_043,32.814581,-96.808429,32.750565,-97.379743,"575 Oak St, Dallas","456 Maple Ave, Fort Worth",47.17,9.08,8.86,35,2025-11-22T20:14:35.907355,2025-11-14T17:14:35.907355,0,41,4.37,Windy,Traffic delays
trip_0123,user_004,car_044,39.704174,-104.998495,38.882352,-104.777326,"242 Oak St, Denver","489 Pine Ave, Colorado Springs",117.09,23.38,21.46,88,2025-11-06T20:14:35.907355,2025-11-10T16:14:35.907355,2,45,14.88,Cloudy,Traffic delays
trip_0124,user_005,car_045,34.042385,-118.263569,32.757049,-117.206791,"801 Oak St, Los Angeles","655 Maple Ave, San Diego",205.98,34.21,30.54,154,2025-11-16T20:14:35.907355,2025-11-28T16:14:35.907355,2,38,26.53,Windy,Traffic delays
trip_0125,user_006,car_046,39.995201,-75.207148,38.87607,-77.085689,"126 Main St, Philadelphia","664 Pine Ave, Washington DC",235.05,38.38,58.48,176,2025-11-23T20:14:35.907355,2025-11-16T19:14:35.907355,2,27,17.29,Rainy,Charged at station
trip_0126,user_007,car_047,32.752969,-96.755134,32.772464,-97.32222,"187 Oak St, Dallas","386 Pine Ave, Fort Worth",51.72,12.02,9.56,39,2025-11-06T20:14:35.907355,2025-11-10T15:14:35.907355,2,41,3.42,Rainy,Traffic delays
trip_0127,user_008,car_048,32.745761,-96.761997,32.802929,-97.325158,"451 Oak St, Dallas","121 Pine Ave, Fort Worth",49.28,9.3,10.06,37,2025-11-10T20:14:35.907355,2025-11-26T15:14:35.907355,0,49,7.09,Cloudy,
trip_0128,user_009,car_049,47.593311,-122.299803,45.511143,-122.633705,"152 Main St, Seattle","255 Maple Ave, Portland",283.67,52.63,57.83,213,2025-11-07T20:14:35.907355,2025-11-09T19:14:35.907355,0,58,38.38,Windy,Smooth trip
trip_0129,user_010,car_050,39.741647,-104.958764,38.809192,-104.866388,"115 Oak St, Denver","491 Maple Ave, Colorado Springs",99.43,17.72,16.55,75,2025-12-02T20:14:35.907355,2025-11-21T16:14:35.907355,0,21,9.3,Windy,
trip_0130,user_011,car_051,34.091384,-118.201054,32.745038,-117.12103,"362 Oak St, Los Angeles","174 Pine Ave, San Diego",193.48,42.9,30.35,145,2025-11-10T20:14:35.907355,2025-11-13T16:14:35.907355,1,23,14.21,Rainy,Traffic delays
trip_0131,user_012,car_052,47.583428,-122.335224,45.516382,-122.672164,"859 Oak St, Seattle","431 Pine Ave, Portland",271.93,51.29,56.41,204,2025-11-11T20:14:35.907355,2025-11-21T19:14:35.907355,0,29,37.51,Rainy,
trip_0132,user_013,car_053,37.731092,-122.45288,37.304335,-121.860273,"715 Main St, San Francisco","277 Pine Ave, San Jose",73.65,13.15,14.9,55,2025-11-28T20:14:35.907355,2025-11-17T17:14:35.907355,1,59,3.88,Cloudy,
trip_0133,user_014,car_054,39.961664,-75.115919,38.904503,-77.005498,"671 Oak St, Philadelphia","111 Pine Ave, Washington DC",237.65,46.73,36.6,178,2025-12-03T20:14:35.907355,2025-11-06T15:14:35.907355,2,15,18.74,Clear,Charged at station
trip_0134,user_015,car_055,39.94619,-75.207566,38.918323,-77.082752,"517 Main St, Philadelphia","246 Pine Ave, Washington DC",234.15,48.57,57.5,176,2025-11-15T20:14:35.907355,2025-11-06T18:14:35.907355,0,0,16.84,Windy,
trip_0135,user_016,car_056,47.580657,-122.334794,45.526229,-122.653268,"357 Oak St, Seattle","178 Maple Ave, Portland",302.13,51.47,66.95,227,2025-11-18T20:14:35.907355,2025-11-08T19:14:35.907866,1,41,33.91,Windy,Charged at station
trip_0136,user_017,car_057,40.712148,-74.042067,42.40207,-71.037347,"668 Main St, New York","754 Pine Ave, Boston",314.48,54.34,72.7,236,2025-11-22T20:14:35.907866,2025-11-21T15:14:35.907866,2,12,43.19,Rainy,Traffic delays
trip_0137,user_018,car_058,33.728766,-84.412587,35.230682,-80.841975,"141 Oak St, Atlanta","249 Maple Ave, Charlotte",370.14,73.62,62.22,278,2025-11-14T20:14:35.907866,2025-11-18T17:14:35.907866,0,28,51.77,Clear,Smooth trip
trip_0138,user_019,car_059,41.834005,-87.67895,39.731294,-86.171938,"193 Main St, Chicago","803 Pine Ave, Indianapolis",295.02,57.01,45.63,221,2025-11-24T20:14:35.907866,2025-11-29T15:14:35.907866,0,41,43.38,Cloudy,
trip_0139,user_020,car_060,29.805019,-95.372738,30.317168,-97.77739,"286 Main St, Houston","364 Pine Ave, Austin",249.91,49.59,61.64,187,2025-11-18T20:14:35.907866,2025-11-10T16:14:35.907866,2,56,14.47,Rainy,Smooth trip
trip_0140,user_021,car_061,39.970714,-75.211327,38.909473,-77.082252,"138 Oak St, Philadelphia","837 Maple Ave, Washington DC",210.07,41.97,41.0,158,2025-11-11T20:14:35.907866,2025-11-30T17:14:35.907866,1,32,29.97,Cloudy,
trip_0141,user_022,car_062,47.630043,-122.302658,45.555601,-122.701789,"601 Oak St, Seattle","601 Pine Ave, Portland",304.7,60.97,75.52,229,2025-11-19T20:14:35.907866,2025-11-10T18:14:35.907866,0,13,29.44,Rainy,
trip_0142,user_023,car_063,41.880057,-87.590145,39.734039,-86.205579,"562 Main St, Chicago","670 Maple Ave, Indianapolis",315.35,64.57,53.95,237,2025-11-26T20:14:35.907866,2025-11-30T18:14:35.907866,2,20,22.93,Rainy,
trip_0143,user_024,car_064,29.791181,-95.406228,30.261301,-97.791413,"409 Main St, Houston","621 Maple Ave, Austin",243.61,53.62,56.43,183,2025-12-03T20:14:35.907866,2025-11-24T19:14:35.907866,1,19,26.83,Clear,
trip_0144,user_025,car_065,32.758968,-96.831672,32.720321,-97.293403,"891 Main St, Dallas","386 Pine Ave, Fort Worth",45.48,8.58,9.34,34,2025-11-27T20:14:35.907866,2025-11-07T19:14:35.907866,0,1,4.54,Cloudy,Smooth trip
trip_0145,user_026,car_066,29.762028,-95.371552,30.290034,-97.745302,"590 Oak St, Houston","214 Maple Ave, Austin",278.49,53.61,39.16,209,2025-11-08T20:14:35.907866,2025-11-14T18:14:35.907866,2,9,23.82,Windy,
trip_0146,user_027,car_067,40.762333,-73.978316,42.348096,-71.080032,"836 Oak St, New York","448 Maple Ave, Boston",314.81,74.14,61.11,236,2025-12-03T20:14:35.907866,2025-11-23T17:14:35.907866,0,12,35.62,Clear,Charged at station
trip_0147,user_028,car_068,34.035983,-118.257386,32.690942,-117.205372,"761 Main St, Los Angeles","683 Maple Ave, San Diego",171.51,34.89,38.88,129,2025-11-10T20:14:35.907866,2025-11-22T18:14:35.907866,1,45,9.09,Rainy,
trip_0148,user_029,car_069,29.772022,-95.37106,30.259766,-97.701553,"425 Main St, Houston","381 Maple Ave, Austin",272.8,60.32,61.29,205,2025-11-17T20:14:35.907866,2025-11-07T17:14:35.907866,0,24,28.57,Windy,Traffic delays
trip_0149,user_030,car_070,47.563193,-122.301732,45.547167,-122.642269,"268 Oak St, Seattle","683 Maple Ave, Portland",280.96,56.21,66.2,211,2025-11-08T20:14:35.907866,2025-11-06T19:14:35.907866,1,43,16.64,Windy,Charged at station
trip_0150,user_031,car_071,39.984335,-75.171269,38.896333,-77.065276,"124 Main St, Philadelphia","287 Maple Ave, Washington DC",234.53,37.0,37.0,176,2025-11-21T20:14:35.907866,2025-12-03T16:14:35.907866,1,41,31.53,Rainy,Charged at station
